tag,name,townHallLevel,townHallWeaponLevel,expLevel,trophies,bestTrophies,warStars,attackWins,defenseWins,builderHallLevel,versusTrophies,bestVersusTrophies,versusBattleWins,role,warPreference,donations,donationsReceived,league,clanName,clanTag,datePulled
#PRL8GVGGP,NateYuhas19,11,,109,1800,2607,294,0,0,6,2095,2123,245,member,in,0,0,,No Mercy,#LLJCVJQL,7/25/2022
#9UVU80JCG,imtiazyasin,10,,112,1753,2918,164,0,0,6,2150,2344,533,member,in,0,0,,No Mercy,#LLJCVJQL,7/25/2022
#2LRYYU9PC,SHAN,10,,109,1656,1684,292,0,0,6,2244,2372,448,admin,in,0,0,,No Mercy,#LLJCVJQL,7/25/2022
#QJ229VVR2,Ice Chicken,13,1,77,1614,1673,36,0,0,4,50,50,0,admin,in,0,0,,No Mercy,#LLJCVJQL,7/25/2022
#QUR80P90J,ConorrheaTiny,9,,73,1578,1705,146,0,1,8,2198,2198,166,member,in,0,61,Gold League III,No Mercy,#LLJCVJQL,7/25/2022
#YGJLRG2YG,Shredder,13,1,142,4941,5006,469,0,0,9,3980,4103,1157,admin,in,105,0,Legend League,Indian Prestige,#PQJUJCPL,7/25/2022
#PU0PRVUR0,ANCHOR,14,5,224,3927,5030,1440,0,0,9,4642,5220,943,member,in,0,45,,Indian Prestige,#PQJUJCPL,7/25/2022
#PV9UC9P9,Parshant,14,5,214,3911,3917,1204,10,0,9,4119,4366,1925,leader,in,286,410,Champion League I,Indian Prestige,#PQJUJCPL,7/25/2022
#229JY0CGY,Ra[D]oN™,14,5,227,3890,5418,1197,0,0,9,3949,3949,817,coLeader,in,94,45,,Indian Prestige,#PQJUJCPL,7/25/2022
#8PJGLCGLC,Azizur Rahman,13,5,207,3679,4788,1399,1,0,9,4091,4187,1032,admin,in,30,0,Champion League II,Indian Prestige,#PQJUJCPL,7/25/2022
#P8VPPLG2,Bhuvan,13,5,184,3661,5013,715,0,0,9,3614,4484,1577,admin,in,56,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#2L9CGV9R8,POGI,14,5,221,3601,3945,1631,0,0,9,4823,5125,1991,admin,in,144,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#L80QQL2R0,JWBB,12,5,141,3592,3592,262,8,1,9,2924,3259,1328,member,in,76,134,Champion League II,Indian Prestige,#PQJUJCPL,7/25/2022
#PCVLQU2R8,Deadlock27,13,2,174,3550,3833,553,2,1,9,3232,3597,520,admin,in,184,145,Champion League II,Indian Prestige,#PQJUJCPL,7/25/2022
#YYGRGVYG,AR Arnob Raj,14,5,220,3529,5028,1619,0,0,9,3245,3611,1366,admin,in,0,78,,Indian Prestige,#PQJUJCPL,7/25/2022
#QPC2C8G,Ranvir,14,5,230,3501,4796,2853,3,0,9,4587,4647,1743,admin,in,30,90,Champion League II,Indian Prestige,#PQJUJCPL,7/25/2022
#9L92CUU8J,BasBro,13,5,160,3450,3857,347,0,1,9,5000,5604,2467,coLeader,in,0,75,Champion League III,Indian Prestige,#PQJUJCPL,7/25/2022
#LG8GUV0VU,Sushant,13,3,135,3393,3843,449,0,0,9,2832,3309,1457,admin,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#89UP0G2R2,Flouz Maluche,11,,132,3301,4105,396,6,0,8,2468,2606,639,member,in,13,268,Champion League III,Indian Prestige,#PQJUJCPL,7/25/2022
#JLLCQYUU,Count Dooku,13,4,168,3154,5005,274,1,2,9,4527,4584,1003,coLeader,in,266,0,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#8QUCVGC2,xannn,12,1,150,3098,3323,330,3,0,9,3043,3170,784,admin,in,0,288,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#PGU2Q9J8R,premreddy,14,1,165,3076,3250,661,0,0,9,4238,4627,3657,admin,in,0,0,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#8PQVPUPY0,BDT♥️SUFIAN,14,2,218,3071,5064,1467,3,1,9,2987,3373,1522,member,in,175,0,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#9VCCC0GRR,OLver II,13,5,154,3040,5131,807,0,0,8,2581,2754,284,admin,in,113,45,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#LJLPLVGR8,JAV,14,5,164,2993,3011,328,4,0,9,3944,4186,2368,admin,in,92,0,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#QYVYJ0UPR,Anol,14,3,118,2992,3282,285,2,0,9,3080,3168,969,admin,in,0,79,Master League I,Indian Prestige,#PQJUJCPL,7/25/2022
#L2280JGYU,Runonds,12,5,127,2974,3032,199,0,0,9,2438,2499,233,admin,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#9PLLYL202,Dr.Strange,12,5,145,2955,3218,891,0,0,7,2597,2743,692,member,in,32,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#990V8RVVP,Sαr Kαr,12,5,212,2953,5002,1740,5,1,9,4223,4601,1783,admin,in,117,280,Master League II,Indian Prestige,#PQJUJCPL,7/25/2022
#Q829JPQRL,Lukany ビッグディック,14,5,120,2922,2922,223,1,0,9,2536,2536,213,admin,in,184,150,Master League II,Indian Prestige,#PQJUJCPL,7/25/2022
#298JY9QVV,K€!tH™,12,5,177,2906,3323,1205,1,0,9,4113,4208,2047,member,in,4,112,Master League II,Indian Prestige,#PQJUJCPL,7/25/2022
#QLUPQJR22,HannEs,14,3,95,2869,2880,369,1,0,6,1427,1427,54,admin,in,398,201,Master League II,Indian Prestige,#PQJUJCPL,7/25/2022
#L09JQCPQG,Maurice,13,3,107,2837,3071,263,0,0,9,2969,3185,655,member,in,18,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#P2CPVLU9L,Ice Phoenix,14,2,223,2795,5101,1867,5,0,9,3723,3815,1595,member,in,0,75,Master League II,Indian Prestige,#PQJUJCPL,7/25/2022
#LVY2GGRGG,Lochy,12,5,141,2772,4111,308,0,0,9,2755,2840,323,member,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#802Y9JJUG,Akatsuki,12,5,126,2674,2737,267,0,0,9,2696,2726,686,member,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#2QQ8PULJJ,minipogi,12,5,171,2634,2929,677,0,0,9,4470,4474,943,admin,in,62,72,,Indian Prestige,#PQJUJCPL,7/25/2022
#2U2QVYR,MyNameInder,12,5,128,2621,2787,223,0,0,7,2443,2528,660,member,in,12,1,,Indian Prestige,#PQJUJCPL,7/25/2022
#90LUJ90J0,Hannes Man,14,1,169,2574,5139,915,6,2,9,3690,3836,1333,coLeader,in,430,462,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#PYVRYLV8L,Athul,13,3,158,2572,2858,909,1,0,9,3219,3488,1523,member,in,0,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#22Y0V90GY,nikhil,11,,108,2477,2578,285,2,1,9,2380,2406,247,admin,in,0,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#G8QCY098,hddnshs,11,,129,2466,2670,469,0,0,7,2355,2450,818,member,in,37,67,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#LQPYLQR99,I AM GROOT,14,5,130,2458,3230,379,5,0,9,3137,3167,1015,admin,in,9,134,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#2LQPUVY28,persius,14,2,215,2441,4680,1846,0,0,8,2613,2826,653,admin,in,684,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/25/2022
#PJ9PQLVY0,Dylan,13,3,177,2426,3266,656,0,0,9,4406,4406,1621,coLeader,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#VQ0V8VVQ,BeerVille,12,5,179,2344,3628,979,3,1,9,4168,4168,1365,admin,in,36,350,Crystal League II,Indian Prestige,#PQJUJCPL,7/25/2022
#YRQVPV8L8,Adrian,13,5,144,2316,2955,400,6,1,9,3388,3419,734,member,in,78,0,Crystal League II,Indian Prestige,#PQJUJCPL,7/25/2022
#YQQ9Y9CPC,rj,14,1,138,2224,2387,266,1,0,9,3300,3387,1411,member,in,35,0,Crystal League II,Indian Prestige,#PQJUJCPL,7/25/2022
#LGYC89GG,BUNTS,11,,113,2082,2168,242,8,1,7,2339,2339,333,member,in,0,66,Crystal League III,Indian Prestige,#PQJUJCPL,7/25/2022
#LULQP008C,coc lover,13,1,154,1929,3249,636,2,0,9,3801,3948,2402,admin,in,63,0,Gold League I,Indian Prestige,#PQJUJCPL,7/25/2022
#Q0GPQP2RY,DEAD£DEAL,14,1,125,1707,2659,347,4,1,9,2694,3045,901,admin,in,113,126,Gold League II,Indian Prestige,#PQJUJCPL,7/25/2022
#QCG2RPQ0G,R[a]D™,13,1,57,1676,2295,91,0,0,5,1096,1132,42,coLeader,in,0,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#Q0RLV2G88,Acer DJ,13,4,135,1598,2778,250,0,0,9,3064,3394,1390,coLeader,in,40,47,Gold League II,Indian Prestige,#PQJUJCPL,7/25/2022
#2U0RQYY2,Ân-Kêë-T,12,4,160,1486,3540,521,1,0,7,2458,2490,530,member,in,8,67,Gold League III,Indian Prestige,#PQJUJCPL,7/25/2022
#9V2L99QRC,RaZr_Alpha,11,,128,1309,2404,278,0,0,9,3011,3102,1033,member,in,54,0,,Indian Prestige,#PQJUJCPL,7/25/2022
#8C98082J,cookie monster,14,1,233,4825,5054,1843,8,0,9,3845,4255,2419,member,in,561,273,Titan League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#RPU0LQR0,Big Dog 29,14,5,236,4551,5243,2460,14,2,9,4916,5305,3421,admin,in,1055,998,Titan League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#QL0YGL8JP,The F Train,14,2,155,4455,4477,524,8,0,9,4001,4102,1715,member,in,29,507,Titan League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#9UGJ02PU,CHIEF REDSKIN,14,1,207,4444,5010,1019,2,0,9,2963,3026,3224,leader,in,1,184,Titan League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#2L8UJQQ29,JohnChalant,14,5,227,4408,5535,1915,4,0,9,3867,3957,822,coLeader,in,0,0,Titan League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#GVPCQULP,*Bond007*,14,5,233,4147,5724,2082,0,0,9,4485,5062,2437,coLeader,in,72,48,,Invidia Bandit,#9VG8P90Q,7/27/2022
#PQJ0VLU0,Lucas,14,5,229,3988,4673,2860,0,0,9,3837,4610,3376,coLeader,in,0,3,,Invidia Bandit,#9VG8P90Q,7/27/2022
#G98YPPYQ,AJ,13,3,167,3939,4108,821,0,0,9,3485,3648,1265,member,in,88,72,,Invidia Bandit,#9VG8P90Q,7/27/2022
#2UQRVR8V8,æsthetics god,14,3,203,3938,4380,1664,0,0,9,3580,3580,1002,member,in,93,135,,Invidia Bandit,#9VG8P90Q,7/27/2022
#YJU2QPLQ,cane,14,5,241,3731,3875,3189,0,0,9,2549,5092,3943,coLeader,in,95,0,Champion League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#YLCU2R922,Big Dog 87,12,5,148,3703,3946,944,11,1,7,2541,2680,654,admin,in,770,964,Champion League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#GVYR22LP,Lady Deanna,13,2,215,3629,3897,2738,0,0,9,4240,5021,2046,admin,in,105,137,Champion League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#Q0PJRLG9,Art Vandelay,12,5,203,3603,5020,944,7,0,9,3075,3268,1576,coLeader,in,204,304,Champion League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#2C2R0228C,Darth Cool,14,3,220,3392,3518,3078,3,1,9,4585,4706,1974,member,in,30,2,Champion League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#Y9U9VQR,Tensa zangetsÜ,13,3,186,3381,4062,1020,0,0,9,3768,3768,962,member,in,30,78,,Invidia Bandit,#9VG8P90Q,7/27/2022
#LRVVPU08C,Dr. No,12,5,144,3354,3647,1071,0,1,9,3150,3150,763,member,in,48,72,Champion League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#QVGGVC02,MarketHood,14,5,226,3338,5184,1508,10,0,9,3371,3374,645,coLeader,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#LP0RVRP8,M0nkeyBumH3ad,14,5,183,3305,3756,2005,0,0,9,3728,3875,584,admin,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#QP8V9Y2G,tanvir khakh,12,5,168,3258,3326,648,0,0,9,3239,3358,968,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#982V0CC9Q,メイド・イン・ヘブン　〆Ice,12,3,141,3241,3503,643,0,1,9,2642,2873,541,member,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#VJU0809J,Quincy,12,5,170,3237,4348,775,1,0,8,2518,2579,459,member,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#LYPR8JC9,Daniel,14,5,231,3136,4119,3499,0,0,9,3356,3356,159,coLeader,in,103,0,Master League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#9PRQYL90C,•ᴮᴬᴰʙᴏʏツ,14,5,210,3095,3561,776,13,2,9,2676,2822,954,member,in,199,1092,Master League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#8GQGV0J0Q,Xavi Hernandez,13,3,215,3058,5053,1689,0,0,9,3957,4470,3016,member,in,952,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#80PPP9YY,Fatcat,13,3,181,3054,3684,2735,0,0,7,1222,1241,50,admin,in,0,40,,Invidia Bandit,#9VG8P90Q,7/27/2022
#2RPL8QYQ9,Bandit,12,5,177,3043,3220,2574,0,1,7,1225,1225,43,member,in,0,0,Master League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#QQGC9R0L,Mawo,13,5,198,2984,3942,2687,0,0,9,4971,5260,3314,admin,in,18,23,,Invidia Bandit,#9VG8P90Q,7/27/2022
#CQ28Y2QL,Fatcat,14,3,208,2932,4311,2733,0,0,8,2345,2405,154,coLeader,in,103,25,,Invidia Bandit,#9VG8P90Q,7/27/2022
#L09P9JQ2,mangus,13,3,227,2839,3853,3730,0,0,8,3157,3341,383,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#22J82P2VG,KING DAVID,12,5,170,2833,3227,1107,1,0,9,3729,3729,1295,member,in,0,40,Master League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#LQRQ98Q0,SUNNY,12,4,164,2676,3224,2322,3,0,8,2523,2668,401,admin,in,0,40,Master League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#LCGUY8GY,raymond,13,2,194,2610,3685,2414,0,0,9,3338,3817,1481,admin,in,0,12,Master League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#9YL2YRGC,ashley,12,5,197,2465,4156,1180,4,1,9,2867,3795,1187,member,in,282,44,Crystal League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#898V80LP0,LITTLE REDSKIN,11,,122,2461,3539,622,0,0,7,2368,2507,1345,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#Q8PYYYJ8G,Kaselcap 2.0,12,5,117,2458,2855,305,25,0,9,2880,2943,191,member,in,29,210,Crystal League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#LC8PPYCU,Shiver,14,2,210,2403,4100,1669,0,0,9,5000,5377,1842,coLeader,in,41,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#22UQGPR8G,canetoo,14,5,217,2377,3795,1848,21,0,9,3489,4343,3151,coLeader,in,146,95,Crystal League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#8CGCJRV20,cass,11,,144,2373,2617,403,0,0,7,2388,2489,1119,member,in,0,0,Crystal League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#8YRYGRLLG,Mangusson,13,1,200,2365,3216,3807,0,0,8,3102,3282,383,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#2LRRG8CUY,NikolaTesla,11,,148,2267,3500,637,6,1,6,2310,2310,265,member,in,0,0,Crystal League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#LYRLGCL0Y,Xavi सबका बाप,11,,110,2212,2429,303,0,0,5,730,743,26,member,in,0,65,,Invidia Bandit,#9VG8P90Q,7/27/2022
#RPCV0RPV,¯❦¯,12,5,187,2100,3079,2254,1,0,9,4720,4845,3391,admin,in,81,72,Crystal League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#2L2PQY0PQ,Also Shiver,10,,117,2001,2095,208,0,0,7,2653,2747,460,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#RY2QVC9,John Fierce,11,,157,1913,3193,1056,0,0,9,3887,4804,1572,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#LUCCVV9LY,Horton’s Who,13,2,160,1675,3414,918,0,0,9,3276,3391,1028,admin,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#PYY2CL2,H.E.Pennypacker,9,,100,1603,1895,234,0,0,8,2589,2589,466,coLeader,in,0,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/27/2022
#Q889VLLP0,Jack Goff,12,1,72,1589,2156,45,0,0,4,527,527,21,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#Y200LUJ8Y,-:Bee:-,10,,101,1587,1791,802,0,0,4,722,780,34,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/27/2022
#LQRVL8RQ2,Snowman,10,,81,1518,1570,104,0,1,3,250,250,7,member,in,0,50,Gold League III,Invidia Bandit,#9VG8P90Q,7/27/2022
#LUCPCLCC,!Clint¡,12,5,221,1391,3509,1598,1,2,9,4936,4965,1933,admin,in,450,0,Silver League I,Invidia Bandit,#9VG8P90Q,7/27/2022
#YYC2UJYJ,domezyy,14,2,226,4763,5107,764,6,2,9,4792,4932,2837,admin,in,61,531,Titan League I,Rob-Seb,#8Q0L9CRY,7/27/2022
#GL98C8YC,SupraTurbo95,14,5,225,4595,5287,3147,6,3,9,3664,3805,288,coLeader,in,218,239,Titan League II,Rob-Seb,#8Q0L9CRY,7/27/2022
#8LVRJ0Q8,wez,13,5,224,4554,4715,2124,0,0,9,4341,4821,2423,admin,in,295,5,,Rob-Seb,#8Q0L9CRY,7/27/2022
#ULUUR8LC,Darkitect,14,5,235,4445,5759,2533,0,0,9,4910,5423,3322,admin,in,42,78,Titan League II,Rob-Seb,#8Q0L9CRY,7/27/2022
#QVPY8CCG,Nathan,13,3,180,4218,4337,1099,4,0,9,3362,3571,609,admin,in,44,199,Titan League III,Rob-Seb,#8Q0L9CRY,7/27/2022
